Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56)
9.508030230203715e-10,0.12942354414767435,3.76,0.0,0.6075650205712858,0.9999619675602972,1.128128795049141e-17,0.0,1.3081690092805363e-15,1.6678264244883526e-10,1.664923060335943e-10,2.7529362578273282e-11,3.039174138030656e-17,9.657644100147977e-18,2.874585889509395e-13,2.8786240276668693e-13,1.6963581546940528e-14,5.079826640201651e-16,2.7569406179371412e-11,4.86940808226889e-16,2.007493306338003e-15,3.854785910650597e-14,1.2550088017508715e-15,6.068027024124693e-25,1.0498777753058455e-23,1.7174278567282e-27,1.6686558372842937e-14,3.763487870623467e-25,2.912890157439697e-17,3.272856216874766e-30,1.9047081553305032e-15,2.4806175250374395e-17,1.6619663617904743e-21,1.955335540522423e-25,1.759922193393514e-21,2.270850118111938e-19,3.8032411803700255e-05,2.574415711263767e-22,1.4832684544380756e-34,3.1218686211869457e-24,4.489356420682913e-26,1.7347005270951936e-25,7.037291179779091e-25
9.713458200742167e-10,0.1294235441477612,3.76,0.0,0.6075650205670863,0.9999619656249327,1.2037098792903868e-17,0.0,1.3666014286064816e-15,1.7038610523772107e-10,1.7008309410205996e-10,2.8123289388882668e-11,3.1867618383585435e-17,9.897541026584392e-18,2.9998616392329543e-13,3.0041677457428785e-13,1.7342431233160632e-14,5.415995503611046e-16,2.8165085623671933e-11,5.186963524704147e-16,2.0966490712281918e-15,4.022972091899343e-14,1.3099153652152356e-15,6.609174097479115e-25,1.1179711339287838e-23,1.830968482814782e-27,1.704708296758188e-14,4.0087591710528903e-25,3.028640166496656e-17,3.563874917362428e-30,1.98785263145443e-15,2.5889672871414222e-17,1.772001173128583e-21,2.082523335635326e-25,1.841874527781368e-21,2.369986974910173e-19,3.8034346557838743e-05,2.634379469240948e-22,1.6156573699752136e-34,3.3284231050812265e-24,4.7862845428688145e-26,1.8495310099126844e-25,7.50296884176141e-25
9.918886171280618e-10,0.12942354414784807,3.76,0.0,0.6075650205628867,0.9999619639984875,1.2826310991170788e-17,0.0,1.4263652306457063e-15,1.7398956814664542e-10,1.7367361177743573e-10,2.8717180139773535e-11,3.337918280299985e-17,1.0137440768845016e-17,3.127797130637235e-13,3.1323827933865475e-13,1.772207079774167e-14,5.766666373018443e-16,2.8760766680675202e-11,5.517820414111492e-16,2.1878046439985085e-15,4.194741483612011e-14,1.3660006353673388e-15,7.185711082103993e-25,1.1889435410817922e-23,1.9494009164655623e-27,1.7407607530840817e-14,4.26446572726387e-25,3.1461982109218686e-17,3.8738418862515085e-30,2.0727711113625645e-15,2.6996330895296486e-17,1.88678714544789e-21,2.2151019430304443e-25,1.925701985746317e-21,2.4712398747063457e-19,3.803597239271742e-05,2.6943492121641536e-22,1.7567164909485816e-34,3.543884558273533e-24,5.096007681783725e-26,1.9693180270479851e-25,7.988732836072936e-25
9.999999999999999e-10,0.12942354414793492,3.76,0.0,0.6075650205612285,0.9999619634302359,1.314729737259267e-17,0.0,1.4503305261301834e-15,1.7541240593956944e-10,1.7509126361667648e-10,2.8951669697498414e-11,3.398585583596335e-17,1.0232166075303036e-17,3.1790451063598996e-13,3.1837443974709104e-13,1.7872193743447508e-14,5.909190471604216e-16,2.8995973521779254e-11,5.652179391912183e-16,2.2243492558617655e-15,4.263551765449865e-14,1.388470695292449e-15,7.423434541440905e-25,1.2177730966597193e-23,1.9975340020996756e-27,1.754996168940944e-14,4.368353768516703e-25,3.1931092770164315e-17,4.001626741000226e-30,2.106789916214313e-15,2.74396759637721e-17,1.9334411467528055e-21,2.26895998363233e-25,1.9593178714441576e-21,2.5118025691977536e-19,3.8036540403133124e-05,2.71803008626402e-22,1.8148828831999529e-34,3.631454118512559e-24,5.221885283346486e-26,2.0180041912675873e-25,8.186162473696415e-25
1.012431414181907e-09,0.12942354414793492,3.76,0.0,0.6075650205586872,0.9999619626316341,1.3649677987756765e-17,0.0,1.4874638174455868e-15,1.7759303118058209e-10,1.7726385908007993e-10,2.931103485845514e-11,3.492643375226708e-17,1.0377340765144335e-17,3.2583916119939215e-13,3.2632686630875554e-13,1.8102516832165013e-14,6.132144545814867e-16,2.9356449384997756e-11,5.862234310284011e-16,2.2809639425969474e-15,4.3700935983356494e-14,1.4232647729686604e-15,7.799145939382249e-25,1.2628544057718958e-23,2.0728278971088606e-27,1.7768132062619736e-14,4.530825428005529e-25,3.265541741741952e-17,4.2035579588807804e-30,2.159463461389709e-15,2.8126149383154434e-17,2.0064245775781494e-21,2.353182657425081e-25,2.011404558995202e-21,2.574608709565646e-19,3.80373386353805e-05,2.7543249374175777e-22,1.9068162770832318e-34,3.7684402671787264e-24,5.418794306962795e-26,2.0941661071919915e-25,8.49500586879915e-25
1.0329742112357521e-09,0.12942354414802176,3.76,0.0,0.6075650205544877,0.9999619614829236,1.4507955147107754e-17,0.0,1.5499005881749327e-15,1.8119649434459945e-10,1.8085383603034966e-10,2.990485357249962e-11,3.6509370026581855e-17,1.0617238841439012e-17,3.391644331713681e-13,3.3968248474043475e-13,1.848378592322261e-14,6.512735261388121e-16,2.995213377121939e-11,6.220459770362735e-16,2.376130883650015e-15,4.5490279488156264e-14,1.4817079360441591e-15,8.451017898880753e-25,1.3397631262952853e-23,2.2013521379558376e-27,1.812865656291862e-14,4.80805619572327e-25,3.3866484889087994e-17,4.553840191917905e-30,2.247929547877992e-15,2.927912839746647e-17,2.1310137607918587e-21,2.496876739778768e-25,2.098982239167533e-21,2.6800933726004817e-19,3.803848673478328e-05,2.814306643053524e-22,2.0663349289246374e-34,4.002277473658888e-24,5.754912800480045e-26,2.2241797669397563e-25,9.022210560066604e-25
1.0535170082895973e-09,0.1294235441481086,3.76,0.0,0.6075650205502882,0.9999619605175268,1.5401899754024765e-17,0.0,1.6136789391261289e-15,1.8479995764385983e-10,1.8444354264860093e-10,3.049863630954585e-11,3.8127990150846495e-17,1.0857133152757397e-17,3.52755453834708e-13,3.533050838964728e-13,1.886589465301788e-14,6.908743701130684e-16,3.054781987388749e-11,6.592750352551121e-16,2.473309382463385e-15,4.7315440479966755e-14,1.541330279917102e-15,9.1428974466401e-25,1.419729090249356e-23,2.335076326032064e-27,1.8489181031737456e-14,5.096375986582681e-25,3.5094964578520925e-17,4.925521842228637e-30,2.3381692371772352e-15,3.0455268002054846e-17,2.2606549788046813e-21,2.646295417320023e-25,2.1884350178530288e-21,2.7876937579703517e-19,3.803945152021771e-05,2.874294327615011e-22,2.2356583868742357e-34,4.245583375047522e-24,6.104631456993992e-26,2.359463510800508e-25,9.570769444094046e-25
1.0740598053434425e-09,0.12942354414819549,3.76,0.0,0.6075650205460886,0.9999619597061754,1.63322710120387e-17,0.0,1.6788022637172528e-15,1.8840342108361945e-10,1.8803297895518836e-10,3.109238309730277e-11,3.978229242064494e-17,1.1097022133356185e-17,3.666121480585415e-13,3.671946130466382e-13,1.9248859598966586e-14,7.320474988447662e-16,3.1143507727520655e-11,6.979358619815894e-16,2.5725033530225056e-15,4.917641409023881e-14,1.6021319572434483e-15,9.876386313473144e-25,1.5028116745447965e-23,2.4741031222091085e-27,1.8849705469076226e-14,5.396002790493659e-25,3.634063926074381e-17,5.319452345773156e-30,2.43018239564527e-15,3.1654568262084474e-17,2.3954485077758917e-21,2.801549883573206e-25,2.2797628866046986e-21,2.8974097608816596e-19,3.8040262260069376e-05,2.9342879900038693e-22,2.4151803301994884e-34,4.498545124173859e-24,6.468218483793383e-26,2.500121831207713e-25,1.0141104969243716e-24
1.0946026023972876e-09,0.1294235441482823,3.76,0.0,0.6075650205418891,0.9999619590242729,1.729983004178648e-17,0.0,1.7452739524941811e-15,1.9200688466922787e-10,1.9162214497046554e-10,3.168609396355198e-11,4.147227493698867e-17,1.1336904454453356e-17,3.8073444072614795e-13,3.8135102146773206e-13,1.9632697333797677e-14,7.748234188764809e-16,3.1739197366611734e-11,7.380536143574241e-16,2.6737167079931676e-15,5.107319545243605e-14,1.6641131180457911e-15,1.0653117463272294e-24,1.589070245417729e-23,2.6185351612361384e-27,1.9210229874934923e-14,5.707154631134699e-25,3.760329439788203e-17,5.736497296529458e-30,2.5239688896482147e-15,3.2877029244061856e-17,2.5354946163088384e-21,2.9627512983854495e-25,2.3729658369481384e-21,3.0092412775874894e-19,3.804094355048106e-05,2.994287629387609e-22,2.605302176018977e-34,4.761349829387195e-24,6.845942000843037e-26,2.6462592085291904e-25,1.073363949807281e-24
1.1151453994511328e-09,0.12942354414836915,3.76,0.0,0.6075650205376896,0.9999619584511504,1.830533987938827e-17,0.0,1.81309739313267e-15,1.9561034840612744e-10,1.9521104071478442e-10,3.227976893614995e-11,4.3197935635768654e-17,1.1576778988401265e-17,3.9512225673502564e-13,3.9577425844362656e-13,2.0017424425554233e-14,8.192326309536577e-16,3.2334888825630396e-11,7.796533507367434e-16,2.7769533587220316e-15,5.300577970204361e-14,1.7272739097468672e-15,1.1474755081325588e-24,1.6785641584418912e-23,2.7684750517715423e-27,1.9570754249313524e-14,6.03004956597736e-25,3.8882718105947425e-17,6.177538425443836e-30,2.6195285855607208e-15,3.412265101583414e-17,2.6808935654514146e-21,3.130010787953686e-25,2.4680438603881392e-21,3.123188205387328e-19,3.804151606085456e-05,3.0542932451335304e-22,2.8064330782629834e-34,5.034184554581341e-24,7.238070040829784e-26,2.797980111077259e-25,1.1348795307385117e-24
1.135688196504978e-09,0.12942354414845603,3.76,0.0,0.60756502053349,0.9999619579694385,1.9349565474825903e-17,0.0,1.882275970440422e-15,1.9921381229985337e-10,1.9879966620849586e-10,3.287340804302976e-11,4.495927231274534e-17,1.1816644778287565e-17,4.0977552099695494e-13,4.1046427326529845e-13,2.0403057437594323e-14,8.653056300254232e-16,3.293058213902526e-11,8.2276003105209e-16,2.882217215237129e-15,5.49741619765765e-14,1.7916144772026416e-15,1.234299456264155e-24,1.7713527585408652e-23,2.9240253764145668e-27,1.9931278592212015e-14,6.3649056863108985e-25,4.0178701122035206e-17,6.643473579408364e-30,2.7168613497661724e-15,3.5391433646588256e-17,2.8317456086965528e-21,3.303439444851749e-25,2.5649969484136795e-21,3.2392504426267757e-19,3.804199716011936e-05,3.114304836759297e-22,3.018989926610048e-34,5.3172363192191145e-24,7.64487054920849e-26,2.95538899511893e-25,1.1986994588282796e-24
1.1562309935588231e-09,0.12942354414854285,3.76,0.0,0.6075650205292905,0.9999619575645423,2.043327369032249e-17,0.0,1.952813066359148e-15,2.02817276356033e-10,2.0238802147194924e-10,3.34670113122026e-11,4.675628264477466e-17,1.2056501012114867e-17,4.246941584380579e-13,4.2542101523085793e-13,2.078961292859189e-14,9.130729052453974e-16,3.3526277341225705e-11,8.673985171790808e-16,2.9895121862483254e-15,5.69783374155874e-14,1.8571349627349734e-15,1.3259562500282802e-24,1.86749538000036e-23,3.0852886917369697e-27,2.029180290363039e-14,6.711941117267085e-25,4.149103677192596e-17,7.135216700265397e-30,2.8159670486568748e-15,3.668337720685015e-17,2.988150991982717e-21,3.483148328057572e-25,2.6638250925018397e-21,3.357427888697207e-19,3.8042401443562406e-05,3.174322403894386e-22,3.2433973453998826e-34,5.610692098356923e-24,8.066611384248186e-26,3.11859030488614e-25,1.264865944621834e-24
1.1973165876665136e-09,0.12942354414871654,3.76,0.0,0.6075650205208916,0.9999619569382685,2.2722214981879897e-17,0.0,2.0979763274785825e-15,2.100242049787221e-10,2.0956392138947223e-10,3.465411044986829e-11,5.045731448563907e-17,1.2536182168058894e-17,4.553272526342942e-13,4.561344778218839e-13,2.1565557558740042e-14,1.013812211771838e-15,3.471767354967296e-11,9.613698662609947e-16,3.2102111000103025e-15,6.109404835548684e-14,1.991716244838325e-15,1.5244746037147516e-24,2.0700799710284262e-23,3.425364390759544e-27,2.1012851432026706e-14,7.44342258093741e-25,4.416395202906795e-17,8.199862959061557e-30,3.019496716108713e-15,3.933674740469188e-17,3.318022724662749e-21,3.861850841488554e-25,2.8671065147301976e-21,3.6001280101232036e-19,3.8043026490512124e-05,3.2943754636195815e-22,3.7295010582274033e-34,6.229563378474275e-24,8.955985031735142e-26,3.462787918411309e-25,1.4044073887077817e-24
1.2384021817742042e-09,0.12942354414889023,3.76,0.0,0.6075650205124926,0.9999619564958766,2.517833683516977e-17,0.0,2.2486141747820288e-15,2.1723113432104516e-10,2.1673874063012036e-10,3.584106657483544e-11,5.4301010815257595e-17,1.3015818104193534e-17,4.870209390215105e-13,4.879142407451082e-13,2.234539069174208e-14,1.121694347882932e-15,3.590907772607447e-11,1.0617643456194153e-15,3.439081343340132e-15,6.535287367919592e-14,2.131018845164693e-15,1.744474195474652e-24,2.286792393523523e-23,3.789522082067247e-27,2.173389983450237e-14,8.226239635845834e-25,4.689986105177929e-17,9.379109839485214e-30,3.2301165192384845e-15,4.2082762200320943e-17,3.6713105799294786e-21,4.267006129190176e-25,3.0778880587472647e-21,3.8512877856977655e-19,3.804346765469005e-05,3.4144524226505445e-22,4.268295861890977e-34,6.892293308194469e-24,9.908332107484961e-26,3.8314082651981016e-25,1.5538413762574065e-24
1.2794877758818947e-09,0.12942354414906393,3.76,0.0,0.6075650205040937,0.9999619561831824,2.7807842823646336e-17,0.0,2.404753560834202e-15,2.244380644313059e-10,2.2391247935663744e-10,3.702787991409353e-11,5.828735029927913e-17,1.349540567866999e-17,5.197746175300643e-13,5.207598986443291e-13,2.3129244628453205e-14,1.23696301825305e-15,3.7100490145300606e-11,1.1687773570966595e-15,3.676154138505986e-15,6.975477457722277e-14,2.2750438142996348e-15,1.9874484939579252e-24,2.5181069400699432e-23,4.1785812844763006e-27,2.2454948111057243e-14,9.062138503944581e-25,4.969720042530229e-17,1.0680846159144175e-29,3.4478253895191955e-15,4.492142220608184e-17,4.048816253382738e-21,4.699501456324533e-25,3.2961696561630607e-21,4.1109064481608293e-19,3.8043779119586774e-05,3.534553279894095e-22,4.86345708277383e-34,7.600376091859696e-24,1.0925792343685782e-25,4.22528646689196e-25,1.7135052838272957e-24
1.3205733699895852e-09,0.12942354414923757,3.76,0.0,0.6075650204956945,0.9999619559618976,3.0616966961458264e-17,0.0,2.5664213925374628e-15,2.3164499535924956e-10,2.3108513773174377e-10,3.8214550695943406e-11,6.241631088401294e-17,1.3974942629076512e-17,5.535876883241757e-13,5.54671046279131e-13,2.3917251594869552e-14,1.3598618349074122e-15,3.829191108201163e-11,1.2826027681732684e-15,3.9214606867238854e-15,7.429971227333163e-14,2.42379216528124e-15,2.2549407730049066e-24,2.764497734239253e-23,4.593361103406396e-27,2.3175996261691236e-14,9.952865951102776e-25,5.2554445177867765e-17,1.2113216248509187e-29,3.672622258577192e-15,4.785272805568503e-17,4.451341319801446e-21,5.1602235531559705e-25,3.521951238546726e-21,4.378983246945784e-19,3.8043999173963106e-05,3.6546780346096713e-22,5.518783689744594e-34,8.355305225691254e-24,1.2010504082011394e-25,4.645257453572652e-25,1.8837363514384613e-24
1.3616589640972757e-09,0.1294235441494113,3.76,0.0,0.6075650204872954,0.9999619558051281,3.361197365187166e-17,0.0,2.733644531195351e-15,2.38851927156052e-10,2.3825671591813595e-10,3.940107915000105e-11,6.668786999201417e-17,1.4454427334524346e-17,5.88459551803076e-13,5.896472785251629e-13,2.4709543742157452e-14,1.4906343172485992e-15,3.9483340810673246e-11,1.4034329233149604e-15,4.1750321681688644e-15,7.898764802473282e-14,2.577264874550252e-15,2.548544074526826e-24,3.026438730993378e-23,5.034680231896674e-27,2.3897044286404216e-14,1.0900169287938603e-24,5.5470107837068516e-17,1.3684619285569515e-29,3.904506058194046e-15,5.087668040419131e-17,4.879687233161089e-21,5.650058615939533e-25,3.755232737441091e-21,4.655517448164676e-19,3.804415471183897e-05,3.7748266862780813e-22,6.238198254047512e-34,9.158573498591521e-24,1.3164604275118542e-25,5.092155964090842e-25,2.064871682746161e-24
1.4027445582049663e-09,0.12942354414958496,3.76,0.0,0.6075650204788964,0.9999619556939912,3.679915763576253e-17,0.0,2.9064497925758176e-15,2.460588598743079e-10,2.454272140784867e-10,4.058746550719779e-11,7.110200467073075e-17,1.4933858634831912e-17,6.243896086020618e-13,6.256881903743498e-13,2.5506253146682806e-14,1.6295238920831085e-15,4.067477960556822e-11,1.5314586552381631e-15,4.4368997419857136e-15,8.381854312226475e-14,2.7354628828774545e-15,2.8699011714412366e-24,3.30440371709013e-23,5.503356951622356e-27,2.4618092185196075e-14,1.1905796370660755e-24,5.844273750872054e-17,1.540370863215664e-29,4.143475720308016e-15,5.399327992799722e-17,5.334655326651346e-21,6.169892307813867e-25,3.996014084374184e-21,4.9405083345929765e-19,3.8044264616077074e-05,3.894999234497717e-22,7.025746907925563e-34,1.0011672992949785e-23,1.4390228488149316e-25,5.566816546406885e-25,2.2572482452105784e-24
1.4438301523126568e-09,0.1294235441497586,3.76,0.0,0.6075650204704973,0.9999619556151336,4.0184843940179e-17,0.0,3.084863946974183e-15,2.532657935680203e-10,2.525966323754447e-10,4.1773709999777363e-11,7.565869170321162e-17,1.5413235695857783e-17,6.613772595934698e-13,6.627933769350439e-13,2.6307511810040606e-14,1.7767738936479452e-15,4.186622774080488e-11,1.6668692960945338e-15,4.707094546299387e-15,8.879235889056921e-14,2.898387096268796e-15,3.220704530662504e-24,3.5988663114911984e-23,6.0002091339120126e-27,2.53391399580667e-14,1.2971495601919086e-24,6.147091897773612e-17,1.727939117193538e-29,4.389530177015168e-15,5.720252732482097e-17,5.817046812693869e-21,6.720609759698466e-25,4.24429521086642e-21,5.233955205653937e-19,3.804434223940078e-05,4.015195678921823e-22,7.885599302022316e-34,1.0916095085451731e-23,1.5689510900238526e-25,6.070073557931803e-25,2.4612028702683512e-24
1.4849157464203473e-09,0.1294235441499323,3.76,0.0,0.6075650204620983,0.9999619555590653,4.3775387826974647e-17,0.0,3.2689137192758247e-15,2.60472728292589e-10,2.5976497097163437e-10,4.295981286129039e-11,8.035790768479241e-17,1.5892557916219826e-17,6.994219058875753e-13,7.009624334321223e-13,2.7113451659084556e-14,1.9326275636372495e-15,4.3057685490323004e-11,1.8098526885726938e-15,4.98564769822508e-15,9.390905668825959e-14,3.0660383868481184e-15,3.602696276148989e-24,3.9102999657725994e-23,6.526054240765437e-27,2.6060187605015968e-14,1.4099015931664575e-24,6.455327183118294e-17,1.9320826650106546e-29,4.642668360570126e-15,6.050442331368911e-17,6.327662782960159e-21,7.303095571195364e-25,4.500076048433233e-21,5.535857377402606e-19,3.804439707219398e-05,4.1354160192392766e-22,8.822048561559739e-34,1.1873330447892715e-23,1.7064584306026177e-25,6.602761165870461e-25,2.677072253504966e-24
1.5260013405280379e-09,0.12942354415010596,3.76,0.0,0.6075650204536992,0.9999619555190707,4.7577174741513643e-17,0.0,3.458625789018655e-15,2.6767966410479966e-10,2.6693223002965586e-10,4.414577432658692e-11,8.519962907489741e-17,1.6371824864283063e-17,7.385229488334305e-13,7.401949552070481e-13,2.7924204545956824e-14,2.097328051228944e-15,4.424915312789753e-11,1.960595196916814e-15,5.272590293878093e-15,9.916859790808441e-14,3.2384175937178008e-15,4.017668152007583e-24,4.2391779645375834e-23,7.081709325872133e-27,2.678123512604378e-14,1.5290106858018632e-24,6.768844960326353e-17,2.1537427014837447e-29,4.9028892033866355e-15,6.389896863492365e-17,6.86730420838954e-21,7.918233811495218e-25,4.763356528585926e-21,5.84621418250959e-19,3.804443583037341e-05,4.255660255171568e-22,9.839511241311398e-34,1.2884869047994792e-23,1.8517580117174936e-25,7.165713347566955e-25,2.9051929548280025e-24
1.5670869346357284e-09,0.12942354415027962,3.76,0.0,0.6075650204453001,0.999961955490432,5.159662026144693e-17,0.0,3.654026790455427e-15,2.748866010628131e-10,2.7409840971208507e-10,4.533159463180798e-11,9.018383223453749e-17,1.6851036232547362e-17,7.786797900196596e-13,7.804905377179068e-13,2.8739902248117894e-14,2.2711184131113853e-15,4.5440630927141294e-11,2.1192817178634622e-15,5.567953408383565e-15,1.0457094397708692e-13,3.4155255237981425e-15,4.467461485655182e-24,4.5859734258319395e-23,7.667991035630324e-27,2.7502282521150016e-14,1.654651842815143e-24,7.087513894142583e-17,2.3938855760400865e-29,5.1701916380379485e-15,6.738616405012928e-17,7.436771939207174e-21,8.56690802028767e-25,5.034136582832957e-21,6.165024970244648e-19,3.804446323103665e-05,4.375928386463834e-22,1.0942527279426936e-33,1.3952200150227377e-23,2.0050628363892532e-25,7.759763890852149e-25,3.1459013986412215e-24
1.608172528743419e-09,0.12942354415045326,3.76,0.0,0.6075650204369011,0.9999619554698336,5.584017004555815e-17,0.0,3.855143312615891e-15,2.8209353922615404e-10,2.812635101814733e-10,4.65172740143766e-11,9.531049345519943e-17,1.733019180250627e-17,8.198918312752151e-13,8.21848776539428e-13,2.956067646837647e-14,2.4542416135100357e-15,4.6632119161507196e-11,2.2860956914981508e-15,5.871768095886122e-15,1.1011605635676183e-13,3.597362952646289e-15,4.9539671510366066e-24,4.951159301561634e-23,8.285715610166509e-27,2.8223329790334562e-14,1.787000123916911e-24,7.411205879283368e-17,2.6535027272002073e-29,5.4445745972571275e-15,7.096601034218095e-17,8.03686670494212e-21,9.250001208675865e-25,5.312416142681492e-21,6.492289106460197e-19,3.804448259052067e-05,4.496220412872063e-22,1.213575995016139e-33,1.507681231663143e-23,2.166585769645885e-25,8.385746394393277e-25,3.399533874019451e-24
1.6492581228511094e-09,0.12942354415062696,3.76,0.0,0.607565020428502,0.9999619554549224,6.031429978267971e-17,0.0,4.062001899368817e-15,2.8930047865570106e-10,2.8842753160034785e-10,4.770281271298838e-11,1.0057958898025859e-16,1.780929141860026e-17,8.621584746701024e-13,8.642692673629931e-13,3.0386658834919527e-14,2.6469405242141177e-15,4.7823618104289695e-11,2.4612191120321502e-15,6.184065389559457e-15,1.158038965432092e-13,3.783930625255196e-15,5.479125531899072e-24,5.335208377912753e-23,8.935698884355502e-27,2.8944376933597307e-14,1.9262306439009776e-24,7.739795961071295e-17,2.933610617229143e-29,5.726037013937253e-15,7.463850831521145e-17,8.66838911444542e-21,9.968395860095097e-25,5.5981951396382385e-21,6.828005973574732e-19,3.804449626135699e-05,4.616536334156772e-22,1.3423995815540274e-33,1.6260193407647223e-23,2.336539538675778e-25,9.044494268045651e-25,3.6664265348842916e-24
1.6903437169588e-09,0.12942354415080057,3.76,0.0,0.607565020420103,0.9999619554440234,6.502551514067858e-17,0.0,4.274629049483895e-15,2.9650741941367523e-10,2.955904741312113e-10,4.8888210967601655e-11,1.0599109501960508e-16,1.828833497042548e-17,9.054791225160748e-13,9.077516059966321e-13,3.1217980901342464e-14,2.8494579246032853e-15,4.901512802862584e-11,2.6448325384997183e-15,6.504876301615874e-15,1.2163442606728603e-13,3.9752292568329876e-15,6.044926485123551e-24,5.73859327577372e-23,9.61875628884093e-27,2.966542395093813e-14,2.072518572734815e-24,8.073162258021848e-17,3.235250666956791e-29,6.014577821131584e-15,7.840365879459909e-17,9.33213965590819e-21,1.0722973931235512e-24,5.891473505209575e-21,7.172174970556174e-19,3.804450591870944e-05,4.736876150083664e-22,1.4812144675985295e-33,1.750383058294547e-23,2.5151367329813587e-25,9.736840733206392e-25,3.946915400180595e-24
1.7314293110664905e-09,0.12942354415097423,3.76,0.0,0.6075650204117039,0.999961955435953,6.998035171551256e-17,0.0,4.493051216693504e-15,3.037143615636299e-10,3.0275233793654217e-10,5.00734690194273e-11,1.115449877595439e-16,1.8767322380690932e-17,9.49853177367299e-13,9.522953883650139e-13,3.2054774146679255e-14,3.0620365016742884e-15,5.0206649207496083e-11,2.837115105376168e-15,6.834231823315784e-15,1.2760760649475573e-13,4.171259533563171e-15,6.65340930411323e-24,6.161786451159808e-23,1.0335702851056235e-26,3.038647084235694e-14,2.226039135650892e-24,8.411185886338826e-17,3.559489190767355e-29,6.3101959520536524e-15,8.226146262695548e-17,1.0028918696879747e-20,1.1514616852968852e-24,6.19225117090158e-21,7.524795512905166e-19,3.80445127461993e-05,4.857239860424457e-22,1.630523951993518e-33,1.8809210302261977e-23,2.7025898045332047e-25,1.0463618823170184e-24,4.2413363540537565e-24
1.8136004992818713e-09,0.1294235441513215,3.76,0.0,0.6075650203949058,0.9999619554253099,8.06471802349782e-17,0.0,4.947386192508935e-15,3.181282503002919e-10,3.17072830020396e-10,5.244356548576066e-11,1.2307983800633639e-16,1.972512858690736e-17,1.0417591195180169e-12,1.044565668587761e-12,3.374529971760528e-14,3.518347472094232e-15,5.258972641998008e-11,3.24839713841887e-15,7.518700555985117e-15,1.39981766498338e-13,4.577517626475618e-15,8.006824676491792e-24,7.06948663677103e-23,1.1874521548489167e-26,3.1828564247428017e-14,2.5554793415407883e-24,9.100744154964118e-17,4.2801509975005574e-29,6.922659918736821e-15,9.025503384311484e-17,1.1524763144446303e-20,1.3212620348207864e-24,6.816304128672492e-21,8.255388978271548e-19,3.804452090020058e-05,5.098038963447787e-22,1.962701474066464e-33,2.1611139717258702e-23,3.1049127005276794e-25,1.2023801072327422e-24,4.873317391186018e-24
1.8957716874972524e-09,0.1294235441516688,3.76,0.0,0.6075650203781077,0.9999619554188446,9.236766673917806e-17,0.0,5.425217558268585e-15,3.325421454003597e-10,3.3138900915124695e-10,5.481310406633838e-11,1.351839489796794e-16,2.068270978885519e-17,1.1378715264277357e-12,1.1410768777606566e-12,3.545928588989432e-14,4.017813084802867e-15,5.497285192246977e-11,3.69647019424393e-15,8.237719098973148e-15,1.5292606978375222e-13,5.002709840676404e-15,9.556673339146234e-24,8.062085301679006e-23,1.355866717074178e-26,3.3270657148809643e-14,2.9159541722555075e-24,9.807576898734526e-17,5.104621964023729e-29,7.563420382902523e-15,9.861922916078799e-17,1.3162322985392662e-20,1.5069447311888258e-24,7.470353465003187e-21,9.019782023697356e-19,3.804452487123916e-05,5.338933641451286e-22,2.3432047170085498e-33,2.467785936375785e-23,3.545205097671508e-25,1.3731701533473857e-24,5.565054030241157e-24
2.009254030870864e-09,0.12942354415214838,3.76,0.0,0.6075650203549084,0.9999619554125475,1.1038556682312208e-16,0.0,6.1241466468494715e-15,3.524484358311117e-10,3.5115324883383966e-10,5.808463664586619e-11,1.5283591366658176e-16,2.2004805104642995e-17,1.2775146657703407e-12,1.2813303047721887e-12,3.786689992293116e-14,4.78214377607088e-15,5.826414572298421e-11,4.3783299598826336e-15,9.28798185759694e-15,1.71739617577204e-13,5.6210598705110934e-15,1.2053718426976435e-23,9.579491479149276e-23,1.6135549313291932e-26,3.526225563138205e-14,3.467414790764919e-24,1.0810579554948352e-16,6.431459719463755e-29,8.494849712673681e-15,1.1077996642351448e-16,1.5668732071037243e-20,1.7907977094132363e-24,8.422945045161473e-21,1.0131010155193576e-18,3.804452771559251e-05,5.671777858497173e-22,2.9564699685702216e-33,2.937049312215826e-23,4.218838173321487e-25,1.6345603661911298e-24,6.623593662010848e-24
